,link,Last LPSN update,Domain,Phylum,Class,Order,Family,Genus,Species,Ref 1,Ref 2,Ref 3,Ref 4,Ref 5,Ref 6,Ref 7,Ref 8,Ref 9,Ref 10
9377,https://bacdive.dsmz.de/strain/22538,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus virescens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9378,https://bacdive.dsmz.de/strain/22539,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus virescens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9379,https://bacdive.dsmz.de/strain/22540,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus virescens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9380,https://bacdive.dsmz.de/strain/22541,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus virescens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9381,https://bacdive.dsmz.de/strain/22542,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus virescens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9382,https://bacdive.dsmz.de/strain/22808,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus virescens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9383,https://bacdive.dsmz.de/strain/22827,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus virescens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9384,https://bacdive.dsmz.de/strain/22829,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus virescens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9385,https://bacdive.dsmz.de/strain/22861,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus virescens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9386,https://bacdive.dsmz.de/strain/22862,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus virescens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9387,https://bacdive.dsmz.de/strain/22863,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus virescens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9448,https://bacdive.dsmz.de/strain/18191,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9449,https://bacdive.dsmz.de/strain/18540,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9450,https://bacdive.dsmz.de/strain/18544,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9451,https://bacdive.dsmz.de/strain/18549,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9452,https://bacdive.dsmz.de/strain/18558,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9453,https://bacdive.dsmz.de/strain/18560,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9454,https://bacdive.dsmz.de/strain/18570,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9455,https://bacdive.dsmz.de/strain/18571,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9456,https://bacdive.dsmz.de/strain/18572,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9457,https://bacdive.dsmz.de/strain/18574,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9458,https://bacdive.dsmz.de/strain/18576,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9459,https://bacdive.dsmz.de/strain/18584,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9460,https://bacdive.dsmz.de/strain/18586,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9461,https://bacdive.dsmz.de/strain/18627,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9462,https://bacdive.dsmz.de/strain/18639,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9463,https://bacdive.dsmz.de/strain/18640,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9464,https://bacdive.dsmz.de/strain/18646,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9465,https://bacdive.dsmz.de/strain/18655,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9466,https://bacdive.dsmz.de/strain/18657,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9467,https://bacdive.dsmz.de/strain/18661,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9468,https://bacdive.dsmz.de/strain/18662,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9469,https://bacdive.dsmz.de/strain/18663,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9470,https://bacdive.dsmz.de/strain/18664,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9471,https://bacdive.dsmz.de/strain/21500,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9472,https://bacdive.dsmz.de/strain/21509,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9473,https://bacdive.dsmz.de/strain/21517,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9474,https://bacdive.dsmz.de/strain/21518,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9475,https://bacdive.dsmz.de/strain/21519,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9476,https://bacdive.dsmz.de/strain/21521,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9477,https://bacdive.dsmz.de/strain/21522,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9548,https://bacdive.dsmz.de/strain/18192,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9549,https://bacdive.dsmz.de/strain/18425,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9550,https://bacdive.dsmz.de/strain/18426,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9551,https://bacdive.dsmz.de/strain/18427,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9552,https://bacdive.dsmz.de/strain/18440,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9553,https://bacdive.dsmz.de/strain/18441,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9554,https://bacdive.dsmz.de/strain/18443,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9555,https://bacdive.dsmz.de/strain/18447,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9556,https://bacdive.dsmz.de/strain/18448,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9557,https://bacdive.dsmz.de/strain/18449,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9558,https://bacdive.dsmz.de/strain/18450,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9559,https://bacdive.dsmz.de/strain/18451,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9560,https://bacdive.dsmz.de/strain/18453,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9561,https://bacdive.dsmz.de/strain/18456,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9562,https://bacdive.dsmz.de/strain/18457,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9563,https://bacdive.dsmz.de/strain/18458,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9564,https://bacdive.dsmz.de/strain/18459,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9565,https://bacdive.dsmz.de/strain/18460,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9566,https://bacdive.dsmz.de/strain/18461,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9567,https://bacdive.dsmz.de/strain/18462,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9568,https://bacdive.dsmz.de/strain/18463,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9569,https://bacdive.dsmz.de/strain/18465,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9570,https://bacdive.dsmz.de/strain/18466,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9571,https://bacdive.dsmz.de/strain/18467,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9572,https://bacdive.dsmz.de/strain/18468,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9573,https://bacdive.dsmz.de/strain/18469,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9574,https://bacdive.dsmz.de/strain/18470,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9575,https://bacdive.dsmz.de/strain/18471,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9576,https://bacdive.dsmz.de/strain/18472,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9577,https://bacdive.dsmz.de/strain/18477,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9578,https://bacdive.dsmz.de/strain/18478,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9579,https://bacdive.dsmz.de/strain/18479,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9580,https://bacdive.dsmz.de/strain/18480,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9581,https://bacdive.dsmz.de/strain/18481,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9582,https://bacdive.dsmz.de/strain/18482,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9583,https://bacdive.dsmz.de/strain/18483,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9584,https://bacdive.dsmz.de/strain/18484,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9585,https://bacdive.dsmz.de/strain/18485,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9586,https://bacdive.dsmz.de/strain/18507,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9587,https://bacdive.dsmz.de/strain/18508,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9588,https://bacdive.dsmz.de/strain/18606,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9589,https://bacdive.dsmz.de/strain/18608,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9590,https://bacdive.dsmz.de/strain/18610,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9591,https://bacdive.dsmz.de/strain/18613,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9592,https://bacdive.dsmz.de/strain/18879,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9593,https://bacdive.dsmz.de/strain/18934,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9594,https://bacdive.dsmz.de/strain/18935,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9595,https://bacdive.dsmz.de/strain/18936,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9596,https://bacdive.dsmz.de/strain/18937,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9597,https://bacdive.dsmz.de/strain/18938,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9598,https://bacdive.dsmz.de/strain/18939,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9599,https://bacdive.dsmz.de/strain/18940,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9600,https://bacdive.dsmz.de/strain/18945,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9601,https://bacdive.dsmz.de/strain/18946,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9602,https://bacdive.dsmz.de/strain/18947,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9603,https://bacdive.dsmz.de/strain/18948,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9604,https://bacdive.dsmz.de/strain/18949,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9605,https://bacdive.dsmz.de/strain/18950,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9606,https://bacdive.dsmz.de/strain/18951,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9607,https://bacdive.dsmz.de/strain/18952,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9608,https://bacdive.dsmz.de/strain/18953,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9609,https://bacdive.dsmz.de/strain/18954,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9610,https://bacdive.dsmz.de/strain/18955,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9611,https://bacdive.dsmz.de/strain/18956,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
9612,https://bacdive.dsmz.de/strain/18957,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
